abadejo	abadejos
trepador	trepadoras|trepadora|trepadores
trepar	trepándolo|trepándoos|treparles|trepares|trepaseis|trépales|trépelos|trepémosla|trepará|trepadle|trepéis|trepémonos|treparé|treparéis|trepe|trépale|trepara|trépelo|trepadlo|trépate|trepada|trepábamos|treparos|treparlo|trepémosles|treparíamos|treparme|trepáis|trepes|trépela|treparte|trepándonos|trepas|trepásemos|trépenme|trepare|treparemos|trepáramos|trepadlos|trépame|treparía|trepémoos|trepémoslos|trepamos|trepándose|trépalo|trepareis|trepémosle|trepaste|trepó|trepaba|trepándolas|trepadas|treparlos|trepé|trepabais|treparían|trepaos|treparás|trépenle|trepando|trepemos|trepémoslas|trepad|trepés|trepase|trepadnos|trépenlo|treparas|trepases|treparle|treparla|trépala|trepadme|trepándole|trepasteis|trepándoles|trépanos|trepasen|trépeles|trépese|trépenles|treparán|treparse|treparan|treparlas|trepan|trépelas|trepándolos|trepadles|trépenlas|trépennos|trepo|trepado|trepás|treparías|trepémoste|trépalas|trépenos|trepándote|trepá|trépenla|trepándome|trépenlos|trepaban|treparon|trépense|trepándola|treparais|trépele|trepados|treparíais|trepabas|treparnos|trepen|trepa|trepáremos|trépeme|trepémoslo|trepadlas|trepadla|trépalos|treparen
trepidación	trepidaciones
treta	tretas
triangular	triangularemos|trianguladas|trianguláis|triangulamos|triangulando|trianguló|trianguléis|triangularan|triangulados|triangularas|triangulad|triangularán|triangulare|triangulés|triangulé|triangularon|triangularen|triangulará|triangularías|triangulada|triangularais|triangulase|triangulareis|triangulásemos|triangulasteis|triangulares|trianguláremos|triangula|triangule|triangularás|triangulasen|triangulara|triangulaba|triangularían|triangulás|triangules|triangulabais|triangulan|triangulas|triangulaste|triangularíais|triangulaseis|triangulo|triangulen|triangularé|triangulábamos|triangulado|triangulemos|triangulases|triangularéis|triangularía|triangularíamos|triangulá|trianguláramos|triangulaban|triangulabas
tribal	tribales
tribu	tribus
tribulación	tribulaciones
tribuna	tribunas
tribunal	tribunales
tribuno	tribunos
tributario	tributarios|tributarias|tributaria
tributo	tributos
triciclo	triciclos
trigo	trigos
trigésimo	trigésimas|trigésimos|trigésima
trilladora	trilladoras
trillar	trillásemos|trillara|trillarlos|trillándolos|trilláis|tríllenme|trille|trillan|trillares|trillá|tríllenlas|trillando|trillándote|trillaban|trillarte|trillémosle|trillaron|trillarlas|trillado|trillarais|trillarme|tríllenle|trillaos|trilladlas|trillemos|tríllela|trilla|trillaréis|tríllala|trillándolo|tríllenla|tríllense|trillémoos|trilladnos|trillare|tríllalo|trillad|trillada|tríllate|trílleles|trílleme|trillados|trillaré|trillándoles|trilló|tríllenlo|trillarlo|trillé|tríllalos|trillaríais|trillábamos|trillases|trilladlo|tríllelo|trilladme|trillarla|trilladles|trillarle|trillaba|trillándoos|trillándonos|tríllele|trillándole|tríllelas|tríllame|tríllanos|trillo|trillarnos|trillémoste|trillareis|trillaran|trillarás|trillaremos|trillémonos|trillémoslo|trillémosla|trillaren|trillase|trillaras|trilléis|trillarse|trilladle|trillás|trillándolas|trilladlos|tríllenles|tríllennos|trillabas|trillará|trillamos|tríllales|trillándola|tríllale|trillaría|trillabais|trillémosles|trillaste|trilladla|trillarían|trillándose|tríllelos|trilláramos|trillándome|trillarles|trillés|trilláremos|trillémoslas|trilladas|tríllalas|tríllenos|trillasteis|trillaríamos|trillaseis|trillen|trillarías|trillas|trillémoslos|trillasen|trilles|tríllese|trillaros|tríllenlos|trillarán
trilogía	trilogías
trimestral	trimestrales
trimestre	trimestres
trinchar	trincharás|trinchándome|trinchaba|trinchaste|trinche|trinchadla|trinchada|trínchenos|trinchándole|trinchadme|trínchelos|trincharas|trinchadlos|trincharon|trinchémoslo|trinchándolas|trinchándoles|trinchan|trinchabais|trinchá|trincháis|trincharla|trincharen|trinchaban|trinchás|trincharle|trinchas|trinchareis|trinchémosla|trinchadle|trinchémoslas|trinches|trincharan|trinchadnos|trinchaseis|trínchalos|trínchennos|trinchéis|trinchémoslos|trínchela|trinchadles|trincharlos|trínchense|trinchémosles|trinchándoos|trinchaos|trinchasen|trínchale|trínchame|trincharía|trinchadlo|trinchemos|trincharéis|trinchándose|trinchares|trincharían|trinchadas|trinchándolos|trincharemos|trincharos|trincharíamos|trinchémosle|trínchele|trínchalas|trinché|trinchamos|trínchenlas|trinchándolo|trincharán|trínchenle|trinchases|trinchará|trincharte|trincharnos|trínchenlo|trínchenlos|trinchémoos|trincha|trincharíais|trincharlo|trínchales|trinchándote|trinchando|trínchelo|trinchad|trinchábamos|trinchándola|trínchese|trinchado|trincharías|tríncheles|trínchalo|trincho|trinchadlas|trinchen|trinchó|tríncheme|trinchase|trinchémonos|trincharlas|trincharse|trínchenme|trínchate|trinchabas|trincharme|trínchenla|trinchados|trínchanos|trinchara|trínchelas|trincharles|trínchala|trincharais|trinchasteis|trincharé|trinchémoste|trincháramos|trinchándonos|trinchés|trinchásemos|trinchare|trínchenles|trincháremos
trinchera	trincheras
trineo	trineos
trinidad	trinidades
trinquete	trinquetes
tripa	tripas
tripulación	tripulaciones
triquiñuela	triquiñuelas
tristeza	tristezas
tritón	tritones
triunfal	triunfales
triunfo	triunfos
trivial	triviales
trivialidad	trivialidades
triza	trizas
trofeo	trofeos
trombón	trombones
trompa	trompas
trompeta	trompetas
trompetista	trompetistas
trompo	trompos
tronada	tronadas
tronar	tronémoos|tronándolo|tronad|truénela|tronarme|tronándole|tronadlo|tronémosles|tronara|tronadlos|tronarte|tronémoslas|tronándote|tronaban|truéneme|truénenla|truénanos|tronaréis|tronándose|tronándolos|truénele|truenan|truenen|truénalo|tronaron|truénelos|tronémoste|tronando|tronémoslo|tronadle|tronadles|tronábamos|tronarlos|truénales|tronaras|truénenlo|truene|tronarle|truenas|truénelas|tronamos|tronemos|tronarán|tronadas|tronaren|tronadme|truénale|tronándola|truéneles|tronaran|tronaré|truénala|truéname|tronarlo|tronaste|tronare|troné|tronadla|tronarías|tronada|tronadnos|tronés|tronémosla|tronabais|tronados|truénalas|trueno|truénenlas|tronaos|truénenle|tronaba|tronás|tronareis|tronándome|tronarían|tronarla|tronabas|tronaros|tronará|tronándonos|tronándoles|truénelo|tronáramos|tronémoslos|tronándolas|tronasen|truénenlos|troná|tronásemos|truénennos|tronarlas|truénenos|tronáis|truénate|tronó|tronarnos|truénenles|truénenme|tronadlas|tronaría|tronaríais|tronándoos|tronémonos|tronéis|tronarás|tronado|tronares|tronarse|tronarles|tronaríamos|tronáremos|truénese|truénense|tronaseis|tronasteis|tronaremos|truenes|tronase|truénalos|tronémosle|truena|tronarais|tronases
tronco	troncos
tronera	troneras
tronido	tronidos
trono	tronos
tropa	tropas
tropical	tropicales
tropiezo	tropiezos
trotar	trotado|trotaste|trotares|trotó|trotaran|trotáramos|trotes|trotara|trotaron|trotaríamos|trotabas|trotas|trotarás|trotés|trotarían|trotare|trotasen|trotados|trotásemos|trotarais|trotaseis|trotaré|trotareis|trotaren|trotábamos|trotaríais|trotáis|trotá|trotamos|troto|trotaban|trotemos|trotada|trotadas|trotaba|troté|trote|trotase|trotaras|trotad|trotan|trotaréis|trotaremos|trotasteis|trotarías|troten|trotéis|trotases|trotás|trotará|trotáremos|trotando|trotabais|trota|trotarán|trotaría
trote	trotes
trotón	trotones
trovador	trovadoras|trovadores|trovadora
trozo	trozos
trucha	truchas
truco	trucos
trueno	truenos
trueque	trueques
truncar	truncas|truncará|truncabas|truncarían|trunquémosla|truncaron|truncan|truncándolas|truncarais|truncado|truncase|truncarles|truncó|trúnqueles|truncadnos|truncaré|trúnquenos|trúnquela|truncarías|truncadla|truncados|truncándose|truncasteis|trúnquenle|truncarme|truncáis|trunquémoste|truncábamos|truncaban|truncaos|truncaras|truncaríais|truncabais|trúnquelo|truncad|truncándole|truncasen|truncándolo|trúncala|trúnquelas|truncadlo|truncaría|truncarse|truncás|truncaran|truncares|truncareis|trúncalo|truncáremos|trúnquenlo|trunquémoslos|truncaremos|trúnquenles|truncarla|trúncalas|truncadme|truncaros|trúncales|truncaréis|truncaba|truncándola|trúnquelos|trunquemos|trunquémoslas|truncadlos|trúnquese|truncarnos|truncarlos|trúnquense|truncándoos|trunquémosles|trúncale|trunca|trunque|truncarán|truncarás|trúnquennos|truncaseis|truncando|trunqué|truncásemos|truncadas|truncándonos|truncases|trúncame|trúnquenlas|truncáramos|truncaren|truncadlas|trúnquele|trunqués|trúncate|trúnquenlos|trúncanos|truncarlo|truncaste|truncarlas|truncara|trunquémosle|truncándome|truncarle|truncadle|truncándolos|trunquémonos|truncamos|trúncalos|truncaríamos|trunquen|trunquéis|truncarte|trunquémoslo|trúnqueme|truncándoles|trunquémoos|trúnquenla|truncare|trunco|trúnquenme|trunques|truncándote|truncá|truncadles|truncada
tráfico	tráficos
trágico	trágica|trágicas|trágicos
tránsito	tránsitos
tráquea	tráqueas
trébol	tréboles
tríada	tríadas
trío	tríos
trípode	trípodes
trópico	trópicos|trópica|trópicas
tuberculoso	tuberculosas|tuberculosa|tuberculosos
tubería	tuberías
tubo	tubos
tubular	tubulares
tucán	tucanes
tuerca	tuercas
tufo	tufos
tulipán	tulipanes
tumba	tumbas
tumor	tumores
tumulto	tumultos
tumultuoso	tumultuosos|tumultuosas|tumultuosa
tupé	tupés
turba	turbas
turbación	turbaciones
turbante	turbantes
turbina	turbinas
turbio	turbios|turbias|turbia
turbohélice	turbohélices
turborreactor	turborreactores
turbulencia	turbulencias
turbulento	turbulentos|turbulentas|turbulenta
turco	turcas|turca|turcos
turismo	turismos
turista	turistas
turno	turnos
tutear	tutearía|tutéala|tutease|tuteémosla|tuteá|tuteáremos|tuteaseis|tuteadlas|tuteémosles|tutéelos|tuteabais|tutearían|tutéelo|tuteaste|tuteé|tutees|tutéales|tutearte|tutearla|tuteares|tutéenlos|tuteándote|tuteadlo|tutéenla|tutéenlo|tutearse|tuteándoles|tutéalas|tutearme|tuteándonos|tuteándole|tuteés|tutéalos|tutéenlas|tutead|tutee|tuteándose|tuteás|tuteáramos|tutéame|tuteándola|tuteado|tutearéis|tutearé|tuteadlos|tutearlas|tutearnos|tutéeme|tuteadme|tuteémoos|tuteasen|tuteó|tutéale|tuteadnos|tuteadle|tutearíais|tutean|tuteas|tuteadla|tutearon|tuteemos|tutearan|tuteémoslo|tuteara|tutéenle|tutearlo|tutearles|tutéennos|tutearías|tuteémoste|tutéelas|tuteémoslas|tuteémosle|tutéanos|tuteémonos|tuteamos|tutéeles|tutéenles|tuteémoslos|tuteases|tuteaban|tuteáis|tutearán|tutearais|tuteándome|tuteados|tutéele|tuteando|tuteo|tutéalo|tuteándolos|tuteándolas|tutearas|tutéela|tutea|tuteábamos|tutearen|tutéese|tuteadles|tutearemos|tutéate|tutearíamos|tuteen|tuteaba|tutearlos|tuteándoos|tuteásemos|tutearle|tuteasteis|tuteabas|tuteadas|tuteare|tuteada|tutearás|tutearos|tutéenos|tuteaos|tutéense|tuteándolo|tutéenme|tuteéis|tuteareis|tuteará
tutela	tutelas
tutor	tutores|tutora|tutoras
tácito	tácitas|tácitos|tácita
táctica	tácticas
táctico	táctica|tácticos|tácticas
táctil	táctiles
tártaro	tártaros|tártaras|tártara
técnico	técnica|técnicas|técnicos
térmico	térmicos|térmica|térmicas
término	términos
tía	tío|tías|tíos
tímido	tímidos|tímidas|tímida
tímpano	tímpanos
tío	tías|tíos|tía
típico	típicas|típica|típicos
tísico	tísicos|tísicas|tísica
títere	títeres
título	títulos
tónica	tónicas
tónico	tónicas|tónicos|tónica
tórrido	tórridas|tórridos|tórrida
tótem	tótems
tóxico	tóxicas|tóxica|tóxicos
túnel	túneles
túnica	túnicas
ubicar	ubiqués|ubicaríamos|ubicareis|ubicándolos|ubiquemos|ubicarnos|ubíquela|ubicarais|ubicándolo|ubicarte|ubicare|ubicáis|ubicadle|ubicadme|ubico|ubíqueles|ubíquenme|ubiques|ubicándose|ubicarlos|ubíquese|ubícalos|ubíquenlo|ubicaran|ubicásemos|ubicaseis|ubíquenles|ubicabas|ubicases|ubiqué|ubicaba|ubíquelo|ubica|ubicadlas|ubícalas|ubicado|ubicares|ubiquémoste|ubicándolas|ubícame|ubícate|ubican|ubicara|ubiquen|ubiquémosla|ubicaos|ubicamos|ubiquémoos|ubíquenla|ubicarlas|ubícales|ubicarlo|ubiquémoslas|ubicáramos|ubicándonos|ubicadlos|ubiquémosles|ubicando|ubíquenle|ubíquenlos|ubicarás|ubíquenlas|ubicáremos|ubicará|ubicaros|ubique|ubicaría|ubiquéis|ubicábamos|ubicándoos|ubicaras|ubicándole|ubicarles|ubíquenos|ubicándola|ubicá|ubicada|ubiquémoslos|ubicadles|ubicarán|ubicarla|ubiquémosle|ubicadas|ubicas|ubíquele|ubicándome|ubicabais|ubicarían|ubicaréis|ubicadnos|ubícanos|ubícala|ubicaron|ubícalo|ubiquémonos|ubicad|ubicase|ubicaban|ubicaríais|ubicaremos|ubicó|ubíquense|ubicaste|ubicándote|ubicarse|ubicadlo|ubicarías|ubicaré|ubicasen|ubicadla|ubíquelas|ubíquennos|ubícale|ubicás|ubiquémoslo|ubíquelos|ubicarme|ubíqueme|ubicarle|ubicasteis|ubicados|ubicándoles|ubicaren
ubicuidad	ubicuidades
ubicuo	ubicuas|ubicuos|ubicua
ubre	ubres
ulceroso	ulcerosas|ulcerosa|ulcerosos
ulterior	ulteriores
ultimátum	ultimátums
ultraje	ultrajes
umbilical	umbilicales
umbral	umbrales
umbrío	umbrías|umbría|umbríos
una	unas
unanimidad	unanimidades
uncir	uncieron|úncelos|unzámoste|úncenos|uncían|uncid|uncierais|uncieren|uncirlos|uncieran|uncirles|unciéndolos|uncías|uncirás|únzanle|unciéndonos|unciremos|uncía|únzanla|únzanlas|unciríamos|uncisteis|unza|uncidme|uncen|unciríais|únceme|unciría|unciros|uncieres|uncieras|unciendo|uncís|uncidlas|unciéndoles|uncimos|unciéremos|unce|únzanme|uncidnos|uncirías|uncido|unzámosles|uncirte|unciéndolas|unzamos|uncirme|uncirlo|unzás|unzámoslo|únzanse|unciéramos|unciese|únzalo|únzanles|únzalos|unciéndote|unzámoslas|unciréis|úncela|unciereis|unciere|uncirán|uncíais|unciéndole|unzámosle|unciste|unzan|únzanlo|unzo|unciéndoos|uncí|uncirá|unzámosla|unzámoslos|unciéndolo|unciéndola|úncelo|unciéndome|uncidles|unzámoos|únzales|uncirle|únceles|unciéndose|unciré|uncíamos|unció|únzame|uncirse|únzanlos|uncirían|únzale|únzase|uncidla|unciera|unzáis|uncirlas|uncirla|uncieseis|uncidle|únzala|uncidlo|úncete|unzas|uncirnos|unzámonos|únzalas|uncidlos|uncíos|uncida|úncelas|úncele|únzanos|unciesen|uncieses|unciésemos|uncidos|unces|uncidas|únzannos
unción	unciones
undécimo	undécima|undécimos|undécimas
ungir	unge|ungirías|ungirte|ungirle|ungiendo|ungiéndose|unjámoslas|ungíais|úngela|ungido|ungiéndolas|ungíos|únjannos|ungidas|ungirlos|ungirás|ungiré|ungieren|ungiéndome|ungirles|ungirá|ungieron|unjámosles|ungieran|ungimos|úngeles|ungierais|ungidlas|úngeme|ungiéndolo|únjale|únjanlo|ungidles|ungiere|unjámonos|únjales|ungiéndoos|ungidlo|ungiéramos|únjanos|úngele|ungidme|ungirnos|unjas|unjamos|ungiéndole|ungiríamos|ungieras|únjalas|unjámoslo|ungidnos|ungirla|únjanla|unjámoos|unjan|unjámoslos|unjámosla|ungirme|ungidos|únjame|unjámosle|ungió|únjala|ungiéndote|unjáis|ungían|unjámoste|ungisteis|ungiría|ungiéndola|únjanle|ungirlo|ungía|ungiésemos|ungieses|ungirse|ungiríais|ungidle|ungís|ungiera|ungíamos|ungiese|unja|únjanme|únjase|únjanles|ungiros|ungiéndonos|ungiereis|úngelo|únjalos|únjalo|ungiste|úngete|ungías|ungen|ungirlas|ungiéndoles|ungirán|ungiremos|ungieres|ungiréis|ungid|ungidlos|únjanse|ungirían|ungidla|úngenos|ungiéndolos|úngelas|únjanlos|ungí|ungiesen|únjanlas|úngelos|ungieseis|ungida|unjás|ungiéremos|unjo|unges
ungulado	ungulada|unguladas|ungulados
ungüento	ungüentos
unicornio	unicornios
unidad	unidades
unido	unidas|unidos|unida
unificación	unificaciones
unificar	unificándoles|unificaré|unifíquelos|unifíquenlas|unificadlo|unificásemos|unifiquémosles|unificaría|unifíquenles|unificaos|unificaríais|unifíquense|unificarlas|unifíquese|unifiquémosla|unificadle|unificarían|unificadnos|unificareis|unifíquennos|unifican|unificasteis|unificaba|unificarlo|unifícale|unificando|unificarme|unificarla|unifiqué|unifiquémoslas|unificáis|unifico|unificándole|unifícalas|unificabas|unifiqués|unifíqueles|unifícanos|unifiquémonos|unifíquenla|unificándoos|unificará|unificaras|unificarán|unifiquémoos|unificado|unificabais|unificados|unifique|unificadas|unifiquémoslo|unifiques|unificase|unificarte|unificándonos|unifiquéis|unificarais|unificándote|unificaros|unificada|unificábamos|unificáremos|unifícalos|unificás|unificarle|unifíqueme|unifíquenme|unifíquele|unificándolo|unificares|unifícala|unifíquela|unifíquenle|unifíquelo|unificaréis|unificaran|unificamos|unificarías|unifícate|unifiquémoste|unificadles|unifica|unifícame|unificadme|unificare|unificadla|unificaseis|unificó|unifícalo|unifiquen|unificarse|unificarlos|unificarás|unificaban|unifiquémosle|unificándome|unificarles|unifiquémoslos|unificá|unificasen|unifíquenlos|unificándose|unificándolas|unificaste|unificarnos|unificases|unificaron|unificadlos|unifiquemos|unificaremos|unifíquelas|unificáramos|unifícales|unificara|unificas|unificaríamos|unifíquenlo|unificad|unificándola|unificadlas|unificándolos|unifíquenos|unificaren
uniformado	uniformadas|uniformados|uniformada
uniformar	uniformarás|uniformaban|unifórmenlo|unifórmenle|uniformémoste|unifórmele|uniformaréis|uniformaría|uniformándoles|unifórmennos|uniformadles|unifórmenlos|uniformaras|unifórmame|uniformándonos|uniformábamos|uniformasteis|unifórmelo|uniformadme|uniformarles|uniformémosles|unifórmeles|uniformamos|uniforma|uniformarla|uniformarlas|unifórmala|uniformándoos|uniformándolo|uniformé|uniformáramos|uniformándola|uniformaos|uniformas|uniformarle|uniformaron|uniformara|uniformó|unifórmelos|uniformáis|uniformarais|uniformadlos|uniformándole|uniformen|uniformarse|uniformarme|uniformareis|uniformándose|uniformarnos|uniformémosla|uniformadla|uniformadas|unifórmenla|uniforméis|unifórmenos|unifórmelas|uniformándolos|unifórmale|uniformadlo|uniformare|uniformase|uniformad|unifórmenlas|unifórmenme|uniformaran|unifórmalas|uniformarán|uniformaseis|unifórmanos|unifórmense|uniformo|uniformarías|uniformemos|uniformarlos|uniformémonos|uniformarlo|uniformes|uniformémoos|uniformándome|unifórmese|uniformases|unifórmate|uniformándote|uniformará|uniforme|uniformés|uniformares|uniformando|uniformarían|unifórmela|uniformémoslo|uniformabais|uniformaríamos|uniformada|uniformadlas|uniformados|uniformasen|uniformaré|uniformado|uniformándolas|uniformá|uniformabas|unifórmeme|uniformémosle|uniformadnos|unifórmenles|uniformáremos|uniformémoslos|uniformás|unifórmalo|uniformadle|uniformarte|uniformémoslas|unifórmalos|uniformaste|uniformásemos|uniforman|unifórmales|uniformaba|uniformaros|uniformaremos|uniformaríais|uniformaren
uniforme	uniformes
uniformidad	uniformidades
unilateral	unilaterales
unionista	unionistas
unir	unidla|unámosla|unirles|unen|úname|únalas|unirán|unieras|unirme|unirlo|uniría|únele|únalo|únanles|uno|uniésemos|uniéramos|únelo|unámoos|uniéndoles|unirla|únala|unieses|uniéndose|únannos|únelos|uniendo|únanse|unirte|unieseis|unidme|une|unámoslas|unidlas|uniere|uniéndolos|unirlas|unidle|unierais|únanme|uniéndola|unirá|únanlo|unirse|unieren|unieron|uniéndolas|únelas|uniéndote|uniste|unas|unirle|unes|unieres|unás|uníos|unía|únanos|unirías|unid|uniéndoos|unirnos|uniéndole|uniéndome|únenos|unisteis|unidas|unirás|unámoste|unan|unáis|uniremos|unidos|unieran|únanla|unida|uniera|unirlos|úneles|únanle|uní|uniríais|unamos|unámosle|únanlos|unido|uniréis|unidnos|uniéndonos|úneme|únete|únela|unámonos|unió|unirían|uniéndolo|únales|una|únanlas|unían|uniré|unías|únale|uniese|uniesen|unámosles|únase|uníamos|unidlos|unimos|unís|uniros|unámoslos|unidles|unidlo|únalos|uniríamos|uníais|uniereis|unámoslo|uniéremos
universal	universales
universalidad	universalidades
universidad	universidades
universitario	universitaria|universitarias|universitarios
universo	universos
unión	uniones
untar	untamos|untarían|untarme|unté|untémoslas|untando|úntenle|untaren|untabais|úntense|úntala|untan|untarás|untare|untáramos|untadnos|untémosles|untas|untás|untaros|untadlo|untá|úntenos|úntalo|untadlas|untarlo|untémoste|untaos|untáremos|úntelo|untándonos|untaseis|untándose|untó|unte|untasen|untémosla|untándola|untémonos|untado|untaran|untaréis|untémoslo|untadle|untándolo|untarnos|úntenlos|untará|úntennos|untaste|úntelas|untaron|unten|untarla|untándoos|úntales|untasteis|untarías|úntalos|untándolos|úntenme|untáis|untarle|unto|untarles|untándolas|untaríais|untarán|untarlos|untara|úntate|úntenlo|untarse|untándome|úntanos|untares|untadas|úntale|untaré|untásemos|untaría|unta|untareis|untándole|úntese|untaremos|untábamos|untes|únteles|untadla|untases|untarais|untarlas|untés|untados|untémoos|untándote|úntenlas|untad|untándoles|untadme|untaras|úntele|untase|úntame|untadlos|untada|úntela|untabas|untaban|úntelos|untaríamos|úntenles|untéis|úntalas|untémoslos|untadles|untarte|únteme|untémosle|úntenla|untaba|untemos
untuosidad	untuosidades
untuoso	untuosas|untuosa|untuosos
unísono	unísonos|unísonas|unísona
urbano	urbana|urbanas|urbanos
urdimbre	urdimbres
urgencia	urgencias
urgente	urgentes
urinario	urinaria|urinarios|urinarias
urna	urnas
urogallo	urogallos
urraca	urracas
urticaria	urticarias
uruguayo	uruguayas|uruguayos|uruguaya
usado	usados|usada|usadas
usanza	usanzas
usar	usándoles|usás|úsale|usarle|usándolo|usaste|usarían|usémosla|usémoos|úsalos|usabas|usándome|usarme|usarías|usó|usé|usés|usaba|usen|usaremos|usado|usémoslo|úsenlos|uso|usaros|usémoslos|usándola|usarlas|usaras|usarais|úsele|úsenles|úsalas|usándoos|usara|usaseis|úsenos|usasteis|usáramos|úselo|úsennos|usados|usares|usareis|úsenle|usábamos|usáis|uses|usaréis|usándose|úsate|usases|úselos|usaban|úsalo|usándolas|úsala|usándole|úsales|usadme|úseles|usémonos|usadles|usáremos|usarán|usemos|usamos|usarla|usarse|úsenlas|usadlos|usémosles|usarlos|usando|usadlas|usare|usémoslas|usaríamos|usadnos|usarles|usaos|usadle|úsenlo|usa|usaran|usarlo|usarás|usadas|úselas|usará|usadlo|úsese|úsenme|usaré|úsanos|usándolos|usadla|usaren|usan|usaron|uséis|úseme|usas|úsela|usaríais|usá|úsense|usaría|usásemos|use|usarte|úsenla|usada|usándonos|usándote|usémoste|usad|usémosle|úsame|usasen|usarnos|usase|usabais
uso	usos
usual	usuales
usuario	usuarios|usuarias|usuaria
usufructo	usufructos
usura	usuras
usurario	usurarios|usurarias|usuraria
usurero	usureras|usureros|usurera
usurpación	usurpaciones
usurpador	usurpadora|usurpadoras|usurpadores
usurpar	usurparlo|usurpara|usurpémoslo|usurpé|usúrpanos|usurpáramos|usurpabais|usurpéis|usurparles|usúrpelos|usurpares|usurpémoos|usurpa|usurparme|usurpó|usúrpenlo|usurpasteis|usurpadles|usúrpales|usurpabas|usúrpalo|usúrpense|usúrpele|usurparlas|usurpémoste|usurpadle|usurpáremos|usurparía|usurparen|usurparse|usurpémonos|usurparé|usurparos|usurpaos|usurpadlos|usurpés|usurpándolo|usurpémosla|usurpemos|usurpe|usúrpelas|usurpase|usúrpelo|usúrpale|usurpémosles|usúrpela|usurpás|usurpándoos|usurparan|usúrpenlas|usurpándole|usurpando|usurpareis|usurpáis|usurparla|usúrpenla|usurpará|usúrpenlos|usúrpame|usúrpese|usurparon|usurparán|usurpándola|usurpaban|usurparíamos|usurpo|usúrpalas|usurpémoslos|usurpándolas|usurparnos|usurparemos|usurpaseis|usurpaba|usúrpennos|usurpada|usurpen|usurparéis|usurpamos|usurparle|usúrpenme|usurparte|usúrpalos|usurpémosle|usurparais|usúrpeme|usurpándolos|usurparíais|usurpásemos|usúrpenles|usurpándome|usúrpenos|usurpasen|usurpare|usúrpeles|usurpes|usurpándote|usurpadlas|usurpadme|usurparían|usurpadnos|usurpá|usurpándose|usurpaste|usurpadas|usurpadlo|usurparlos|usúrpenle|usurpémoslas|usurparás|usurpas|usurpábamos|usurparas|usurpado|usurpados|usurpándoles|usúrpate|usurpan|usurpases|usurparías|usurpad|usurpándonos|usurpadla|usúrpala
utensilio	utensilios
uterino	uterina|uterinos|uterinas
utilidad	utilidades
utilitario	utilitarios|utilitaria|utilitarias
utilizable	utilizables
utilización	utilizaciones
utilizar	utilizadles|utilízala|utilizaron|utilizaré|utilizaríais|utilizasen|utilizarlo|utilizarais|utilícese|utilícenos|utilizabas|utilicé|utilizáramos|utilizarían|utilizaban|utilicemos|utilizarlos|utilizase|utilizases|utilizó|utilizándolos|utilizarnos|utilizaríamos|utilizare|utilizarles|utilizaros|utilizares|utilizabais|utilizaseis|utilízanos|utilizados|utilizando|utilizarías|utilícenlos|utilizado|utiliza|utilizándome|utilizadas|utilízale|utilizás|utilízales|utilizarme|utilicen|utilizad|utilizaran|utilizas|utilícela|utilízate|utilizándolas|utilizadlo|utilícelas|utilizaos|utilizareis|utilizándole|utilicémosla|utilizándonos|utilízame|utilícelo|utilizándote|utilizándoles|utilizadme|utilizándolo|utilizaría|utilicémoste|utilizarte|utilícenle|utilizáremos|utilícenlas|utilices|utilizadle|utilizarse|utilizasteis|utilice|utilícennos|utilizáis|utilicémoos|utilizará|utilicés|utilizadlas|utilizadlos|utilizábamos|utilízalas|utilizarlas|utilíceles|utilícenlo|utilizaba|utilizaras|utilicémosle|utilíceme|utilicémosles|utilícense|utilícelos|utilizándoos|utilícenla|utilizadla|utilizaste|utilícenles|utilícenme|utilizaréis|utilizan|utilizamos|utilizarle|utilicéis|utilizada|utilizara|utilizarán|utilicémoslos|utilizadnos|utilizá|utilizarás|utilicémoslas|utilízalos|utilícele|utilizaremos|utilizarla|utilicémoslo|utilízalo|utilizo|utilizándola|utilicémonos|utilizaren|utilizásemos|utilizándose
uva	uvas
uvular	uvulares
uña	uñas
vaca	vacas
vacancia	vacancias
vacante	vacantes
vaciamiento	vaciamientos|vaciamientas|vaciamienta
